REVISED 7/3/19,,,,,,,,,,,,,,,,,,,,
OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 23 - 26, 2019",,,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status ,out date,AlphSort
305,,B,C,3/24/2017,Bodemeister,Majestic Jewel,Cindago,MajesticJewel,RiceHorse Stable (Brandon & Ali Rice),KY,17,21.4,37,4/16,"K.O.I.D. Co., Ltd.","37,000",,,,RiceHorse
306,,B,C,2/7/2017,Paynter,Majestic Marquet,Proud Accolade,MajesticMarquet,"Best A Luck Farm LLC, Agent III",KY,3,10.4,162,4/16,Phoenix Thoroughbred (III) Ltd.,"10,000",PS,,,Best A Luck Farm LLC
307,,B,F,4/18/2017,Wicked Strong,Majestic Melresa,Majestic Warrior,MajesticMelresa,Best A Luck Farm LLC,KY,3,10.2,80,4/16,"Joseph Brocklebank, Agent","35,000",,,,Best A Luck Farm LLC
308,,CH,C,2/12/2017,Tale of the Cat,Majestique,Majestic Warrior,Majestique,"Paul Sharp, Agent IV",KY,C,10.0,56,4/16,"LEB, Agent for West Point Thoroughbreds, Inc.","220,000",,,,Sharp Paul M.
309,,B,F,1/28/2017,City Zip,Make Light,Empire Maker,MakeLight,"Niall Brennan Stables, Agent VI",KY,8,10.3,147,4/16,Withdrawn,Out,,Out,4/24/2019,Brennan Niall
310,Declan Road,B,C,3/17/2017,Quality Road,Malibu Moon Dance,Malibu Moon,MalibuMoonDance,"Randy Miles, Agent III",KY,18,out,,,Withdrawn,Out,,Out,4/16/2019,Miles Randy
311,,B,F,3/18/2017,Cairo Prince,Malibu Red,Malibu Moon,MalibuRed,"Bobby Dodd, Agent X",KY,10,10.1,16,4/16,"EMT Stables, LLC","125,000",PS,,,Dodd Bobby
312,,B,F,3/13/2017,Paynter,Mallory Street,Street Sense,MalloryStreet,"Eisaman Equine, Agent",KY,7,10.0,6,4/16,"Mike Ryan, Agent","450,000",,,,Eisaman Equine
313,,DB/BR,F,4/18/2017,Verrazano,Mamasan,First Samurai,Mamasan,"Eddie Woods, Agent LVIII",KY,11,21.3,122,4/16,Theodore Barlas,"22,000",,,,Woods Eddie
314,,B,C,4/27/2017,Super Saver,Mambo Bell,Kingmambo,MamboBell,Desert Thoroughbreds LLC,KY,16,11.0,151,4/16,"55,000",Not Sold,,,,Desert Thoroughbreds LLC
315,,CH,C,4/14/2017,Karakontie (JPN),Manaahil,Mr. Greeley,Manaahil,"Q Bar J Thoroughbreds LLC, Agent VI",KY,14,22.1,182,4/18,Jeff Stinson,"9,000",,,,Q Bar J Thoroughbreds LLC
316,,CH,F,3/31/2017,Congrats,Marazion Girl,Bellamy Road,MarazionGirl,"Flores Equine, Agent I",KY,D,10.2,58,4/16,Withdrawn,Out,,Out,4/24/2019,Flores Equine
317,,B,C,4/13/2017,Palace Malice,Margarita Friday,Johannesburg,MargaritaFriday,"Paul Sharp, Agent X",KY,C,10.3,132,4/16,Withdrawn,Out,,Out,4/19/2019,Sharp Paul M.
318,,GR/RO,F,1/26/2017,Cairo Prince,Maria's Storm,Maria's Mon,MariasStorm,"Julie Davies LLC, Agent XXXIII",KY,19,10.0,47,4/16,"Patrice Miller, EQB, Inc., Agent","130,000",,,,Davies Julie
319,,B,C,5/3/2017,Blame,Marie Antoinette,Stormy Atlantic,MarieAntoinette,"Crupi's New Castle Farm, Agent",NY,6,9.4,14,4/16,Lothenbach Stable Inc.,"160,000",,,,Crupi's New Castle Farm
320,,CH,F,3/25/2017,Candy Ride (ARG),Maristar,Giant's Causeway,Maristar,"Niall Brennan Stables, Agent IV",KY,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
321,,B,C,4/15/2017,Tiznow,Marquee Delivery,Marquetry,MarqueeDelivery,"de Meric Sales, Agent VI",KY,12,21.0,11,4/16,Solis / Litt,"600,000",,,,de Meric Sales
322,,DB/BR,C,2/15/2017,Posse,Marriedtomichael,Patriot Act,Marriedtomichael,"Scanlon Training & Sales, Agent",NY,1,10.1,8,4/16,"110,000",Not Sold,,,,Scanlon Training Center
323,,CH,F,2/7/2017,Carpe Diem,Martita Sangrita,Johar,MartitaSangrita,"de Meric Sales, Agent I",KY,12,21.2,53,4/16,Myracehorse.com & Joey Platts,"200,000",,,,de Meric Sales
324,,DB/BR,C,4/7/2017,Fed Biz,Marvelous Me,Capote,MarvelousMe,"McKathan Bros., Agent I",FL,6,10.0,148,4/16,"K.O.I.D. Co., Ltd.","45,000",PS,,,McKathan Bros.
325,,GR/RO,F,4/1/2017,Liam's Map,Mary's Angel,Hat Trick (JPN),MarysAngel,"Crupi's New Castle Farm, Agent IV",KY,6,10.3,155,4/16,Happy Tenth Stable,"45,000",,,,Crupi's New Castle Farm
326,,B,C,3/1/2017,Constitution,Mayan Milagra,Menifee,MayanMilagra,"Mayberry Farm, Agent XXII",KY,B,10.2,156,4/16,"K.O.I.D. Co., Ltd.","95,000",,,,Mayberry Farm
327,,B,C,5/7/2017,Noble Mission (GB),Mayoress (GB),Machiavellian,MayoressGB,"Hemingway Racing and Training Stables LLC, Agent VI",KY,16,21.2,158,4/16,"Narvick Int'l, Agt for Lollipop Farm","70,000",PS,,,Hemingway Racing and Training LLC
328,,CH,C,3/18/2017,The Big Beast,May River,Gulch,MayRiver,"Camelot Acres Racing and Sales, Agent",FL,A,10.2,92,4/16,Jeff Stinson,"20,000",,,,Camelot Acres
329,,CH,C,4/12/2017,Palace Malice,McCool,Giant's Causeway,McCool,Imagine...,NY,6,10.3,30,4/16,"95,000",Not Sold,,,,Imagine...
330,,B,F,2/9/2017,Into Mischief,Meadow Breeze,Meadowlake,MeadowBreeze,"Niall Brennan Stables, Agent XLVII",KY,8,20.3,4,4/16,"Speedway Stables, LLC","350,000",,,,Brennan Niall
331,Soldier Field,CH,C,4/24/2017,Midshipman,Meg Giry,Eskendereya,MegGiry,"S B M Training and Sales, Agent IV",KY,15,out,,,Withdrawn,Out,,Out,4/16/2019,S B M Training and Sales
332,,CH,C,3/12/2017,Curlin,Mekong Delta,Stormy Atlantic,MekongDelta,"Niall Brennan Stables, Agent XIV",ON,8,10.2,50,4/16,Frank Fletcher Racing,"525,000",,,,Brennan Niall
333,Collude,CH,F,4/25/2017,Secret Circle,Meridian Mama,Forestry,MeridianMama,"Benchmark Training Center, Inc., Agent",KY,E,out,,,Withdrawn,Out,,Out,4/1/2019,"Benchmark Training Center, Inc."
334,,DB/BR,F,4/25/2017,Dialed In,Midian,Midnight Lute,Midian,"Scanlon Training & Sales, Agent",KY,1,out,,,Withdrawn,Out,,Out,4/15/2019,Scanlon Training Center
335,,B,C,4/9/2017,Elusive Quality,Midwife,Family Calling,Midwife,"Coastal Equine LLC (Jesse Hoppel), Agent VII",KY,A,out,,,Withdrawn,Out,,Out,4/12/2019,Coastal Equine LLC
336,,B,F,4/30/2017,Palace,Military Mama,Include,MilitaryMama,"Harris Training Center LLC, Agent",IL,13,10.3,29,4/16,Knollwood,"35,000",,,,Harris Training Center LLC
337,,B,F,2/4/2017,Lea,Mimi's Special Six,Strong Hope,MimisSpecialSix,"Grassroots Training & Sales LLC, Agent III",LA,J,11.0,121,4/16,Oscar Sosa,"15,000",,,,Grassroots Training & Sales LLC
338,Imwaytoocoolforyou,GR/RO,F,3/10/2017,Tiznow,Mini Sermon,Pulpit,MiniSermon,"Brick City Thoroughbreds, Agent",KY,19,10.1,130,4/16,"Sallusto and Albina, Agent","70,000",,,,Brick City Thoroughbreds
339,,CH,C,3/16/2017,Declaration of War,Mira Alta,Curlin,MiraAlta,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,4/16/2019,Eisaman Equine
340,Vow to Be Pretty,B,F,4/18/2017,Broken Vow,Miso Pretty,Forest Wildcat,MisoPretty,"Timber Creek, Agent",KY,6,10.0,86,4/16,ERJ Racing and Dennis O'Neill,"90,000",,,,Timber Creek
341,,DB/BR,F,5/3/2017,Freud,Miss Accord,A. P Jet,MissAccord,"Sequel Bloodstock, Agent",NY,9,10.0,82,4/16,"John C. Kimmel, Agent","50,000",PS,,,Sequel Bloodstock
342,,B,C,4/1/2017,Bayern,Miss Ann Perry,Afleet Alex,MissAnnPerry,"Equinox, Inc., Agent",KY,G,10.0,119,4/16,"Rickey Awtrey, Clay Scherer, Agent","200,000",,,,"Equinox, Inc."
343,,CH,C,4/14/2017,Goldencents,Miss Athena,City Zip,MissAthena,"Randy Miles, Agent IV",KY,18,10.1,5,4/16,Red Oak Farm,"100,000",,,,Miles Randy
344,,B,F,2/16/2017,Constitution,Miss Catalyst,Mr. Greeley,MissCatalyst,"Hoby & Layna Kight, Agent",KY,6,10.3,149,4/16,Ryan Ritt,"25,000",PS,,,Kight Hoby
345,,DB/BR,F,2/13/2017,Honor Code,Miss Challenge,More Than Ready,MissChallenge,"Potrero Stables, Agent",KY,20,21.1,75,4/16,Bruce Levine,"200,000",,,,Potrero Stables
346,,CH,C,3/5/2017,Race Day,Miss Euphoria,Aragorn (IRE),MissEuphoria,"Woodside Ranch, Agent II",KY,1,21.0,46,4/16,Michael Langford,"150,000",,,,Woodside Ranch
347,,GR/RO,F,4/6/2017,Mizzen Mast,Miss Fear Factor,Siphon (BRZ),MissFearFactor,"Whitman Sales LLC, Agent VI",KY,16,10.0,117,4/16,Makoto Kato,"110,000",,,,Whitman Sales
348,Code of Law,CH,C,3/31/2017,Commissioner,Missing Treasure,Out of Place,MissingTreasure,"TIP Thoroughbred Investment Possibilities, Agent IV",KY,20,out,,,Withdrawn,Out,,Out,4/11/2019,TIP Thoroughbred Investment Possibilities
349,Le Factor,GR/RO,C,5/11/2017,The Factor,Miss Liberty (FR),Statue of Liberty,MissLibertyFR,"TIP Thoroughbred Investment Possibilities, Agent IV",TX,20,10.1,74,4/16,Ali Jan,"40,000",,,,TIP Thoroughbred Investment Possibilities
350,,B,C,3/19/2017,Central Banker,Miss Moultree,Uncle Mo,MissMoultree,"Niall Brennan Stables, Agent XXXIV",NY,8,10.0,81,4/16,Shea D Boys Stable,"110,000",,,,Brennan Niall
351,,B,C,4/22/2017,Constitution,Miss Narcissist,Freud,MissNarcissist,"Eisaman Equine, Agent",KY,7,10.1,120,4/16,"Charles H. Boden, Agent for Colts Neck Stables LLC","130,000",,,,Eisaman Equine
352,,B,F,4/7/2017,Empire Maker,Miss Patricia,Indian Charlie,MissPatricia,"Brick City Thoroughbreds, Agent",KY,19,21.1,10,4/16,Canary Bloodstock,"450,000",,,,Brick City Thoroughbreds
353,,B,C,3/27/2017,Shackleford,Miss Sheltowee,Najran,MissSheltowee,"Bobby Dodd, Agent XI",KY,10,out,,,Withdrawn,Out,,Out,4/16/2019,Dodd Bobby
354,,CH,C,4/23/2017,Congrats,Miss Sugarmagnolia,Flower Alley,MissSugarmagnolia,Whitman Sales LLC,NY,16,10.1,20,4/16,Zilla Racing Stables & Acqua Nova Racing Stables,"85,000",,,,Whitman Sales
355,,DB/BR,C,4/26/2017,Orb,Miss Ten,Rock Hard Ten,MissTen,Brick City Thoroughbreds,NY,19,10.2,161,4/16,Antonio Sano,"9,500",,,,Brick City Thoroughbreds
356,,CH,C,3/25/2017,The Big Beast,Miss Thunderella,Thunder Gulch,MissThunderella,"Mayberry Farm, Agent IV",FL,B,10.1,12,4/16,"Triple Crown (Kang, Hyun Cheol)","65,000",,,,Mayberry Farm
357,,CH,F,5/5/2017,Union Rags,Miss Utada,Rahy,MissUtada,"Eddie Woods, Agent VIII",KY,11,20.4,35,4/16,"White Birch Farm, Inc.","440,000",,,,Woods Eddie
358,,B,F,3/20/2017,The Big Beast,Mitasunke,Closing Argument,Mitasunke,Marcial Galan,FL,F,10.0,145,4/16,Alex & JoAnn Lieblong,"90,000",,,,Galan Marcial
359,,GR/RO,F,5/16/2017,Blame,Miz Topgallant,Mizzen Mast,MizTopgallant,"All In Line Stables, Agent V",NY,17,10.4,139,4/16,Windylea Farm LLC,"65,000",,,,All In Line Stables
360,Misery Moon,DB/BR,F,2/2/2017,Bodemeister,Mizzen Moon,Mizzen Mast,MizzenMoon,"Classic Bloodstock LLC, Agent II",KY,17,10.4,43,4/16,Luis Morales,"15,000",,,,Classic Bloodstock LLC
361,,B,F,3/12/2017,Declaration of War,Moanin (FR),Medicean (GB),MoaninFR,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",KY,5,21.0,110,4/16,Withdrawn,Out,,Out,4/24/2019,"Wavertree Stables, Inc."
362,Mo Jangles,DB/BR,F,3/29/2017,Two Step Salsa,Modjadji,Pioneering,Modjadji,"Best A Luck Farm LLC, Agent VIII",FL,3,10.3,114,4/16,Michel Arrieta,"5,000",,,,Best A Luck Farm LLC
363,,B,F,2/12/2017,Super Saver,Molto Vita,Carson City,MoltoVita,"Hemingway Racing and Training Stables LLC, Agent XV",KY,16,10.1,113,4/16,"Emerald Sales, Agent for Joe Besecker","70,000",,,,Hemingway Racing and Training LLC
364,,CH,C,2/11/2017,Midshipman,Monarch Miss,Storm Broker,MonarchMiss,Brick City Thoroughbreds,NY,19,10.2,48,4/16,"Nick J. Hines, Agent","15,000",PS,,,Brick City Thoroughbreds
365,,B,F,4/21/2017,Commissioner,Money Madness,Rahy,MoneyMadness,Q Bar J Thoroughbreds LLC,KY,14,20.1,21,4/16,Solis / Litt,"475,000",,,,Q Bar J Thoroughbreds LLC
366,,DB/BR,C,2/5/2017,Kantharos,Montana Jordana,Holy Bull,MontanaJordana,"S B M Training and Sales, Agent I",AR,15,10.4,115,4/16,Korea Bloodstock,"30,000",,,,S B M Training and Sales
367,,B,C,4/18/2017,Hard Spun,Mooji's Empire,Empire Maker,MoojisEmpire,"Off the Hook LLC, Agent XVI",FL,13,10.2,150,4/16,Steven Dwoskin,"50,000",,,,Off the Hook LLC
368,,DB/BR,C,3/1/2017,Palace Malice,Moon Beamy,Malibu Moon,MoonBeamy,"Old South Farm LLC, Agent",KY,9,10.0,79,4/16,Eclipse Thoroughbred Partners,"550,000",,,,Old South Farm LLC
369,,B,F,2/18/2017,Honor Code,Moonlight Sonata,Carson City,MoonlightSonata,"Randy Bradshaw, Agent II",KY,18,10.2,27,4/16,"125,000",Not Sold,,,,Bradshaw Randy
370,,B,F,3/1/2017,Lea,Moon Meeting Too,Malibu Moon,MoonMeetingToo,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,21.2,99,4/16,"Steven W. Young, Agent","140,000",,,,S G V Thoroughbreds
371,,B,F,3/3/2017,Uncle Mo,Moon Safari,Mr. Prospector,MoonSafari,"Hoby & Layna Kight, Agent",KY,6,21.2,23,4/16,Withdrawn,Out,,Out,4/23/2019,Kight Hoby
372,,B,C,3/18/2017,City Zip,Moonshine Magic,Bluegrass Cat,MoonshineMagic,"McKathan Bros., Agent I",KY,6,10.1,13,4/16,"LEB, Agent for West Point Thoroughbreds, Inc.","120,000",PS,,,McKathan Bros.
373,,GR/RO,F,4/11/2017,Mizzen Mast,More Hoping,North Light (IRE),MoreHoping,"Randy Miles, Agent IV",KY,18,10.0,52,4/16,Solis / Litt,"375,000",,,,Miles Randy
374,,DB/BR,F,2/21/2017,Medaglia d'Oro,More Oats Please,Smart Strike,MoreOatsPlease,"Randy Bradshaw, Agent II",FL,18,10.2,102,4/16,"150,000",Not Sold,,,,Bradshaw Randy
375,,DB/BR,C,3/11/2017,Majestic City,Morning Ridge,Quaker Ridge,MorningRidge,"Niall Brennan Stables, Agent XXIV",NY,8,10.1,32,4/16,"95,000",Not Sold,,,,Brennan Niall
376,,DB/BR,F,3/20/2017,Tapizar,Movie Star Magic,The Cliff's Edge,MovieStarMagic,"Hoppel's Horse & Cattle Co., Inc., Agent III",KY,A,out,,,Withdrawn,Out,,Out,4/11/2019,"Hoppel's Horse & Cattle Co., Inc."
377,,CH,C,3/23/2017,Run Away and Hide,Ms Marigold,Lion Heart,MsMarigold,"Grassroots Training & Sales LLC, Agent III",LA,J,10.2,3,4/16,"65,000",Not Sold,,,,Grassroots Training & Sales LLC
378,,CH,F,3/23/2017,Munnings,Musical Brew,Milwaukee Brew,MusicalBrew,"Vickers Racing, Inc., Agent I",NY,H,10.3,89,4/16,"20,000",Not Sold,,,,Vickers Racing
379,,CH,C,2/21/2017,Super Saver,Mutakaway,Mutakddim,Mutakaway,"Top Line Sales LLC, Agent III",KY,14,10.1,70,4/16,E V Racing,"15,000",PS,,,Top Line Sales
380,,DB/BR,F,2/7/2017,Tiznow,Muy Muy,Dixie Union,MuyMuy,"J V C Training and Sales (Jorge and Maria Villagomez), Agent",KY,20,10.1,51,4/16,Selective LLC,"185,000",,,,J V C Training and Sales
381,Neuro,B,C,4/19/2017,Freud,My Dinah,Victory Gallop,MyDinah,"Niall Brennan Stables, Agent XXXIX",NY,8,out,,,Withdrawn,Out,,Out,4/16/2019,Brennan Niall
382,,GR/RO,F,2/19/2017,American Pharoah,My Happy Face,Tiz Wonderful,MyHappyFace,"Randy Bradshaw, Agent II",KY,18,out,,,Withdrawn,Out,,Out,4/15/2019,Bradshaw Randy
383,Alaskan,CH,C,4/14/2017,Kantharos,My Novena,Wildcat Heir,MyNovena,"Randy Miles, Agent I",FL,18,out,,,Withdrawn,Out,,Out,4/16/2019,Miles Randy
384,,B,C,4/8/2017,Summer Front,My Perfect Ten,Perfect Soul (IRE),MyPerfectTen,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IV",KY,5,out,,,Withdrawn,Out,,Out,4/16/2019,"Wavertree Stables, Inc."
385,,B,F,1/29/2017,Winslow Homer,My Phi Temper,More Than Ready,MyPhiTemper,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,21.2,36,4/16,Gary Jackson,"20,000",,,,Journeyman Bloodstock
386,Racial Harmony,GR/RO,F,3/6/2017,The Factor,My Redbyrd,Royal Academy,MyRedbyrd,"Nice and Easy Thoroughbreds, Agent IV",NY,F,9.4,68,4/16,"37,000",Not Sold,,,,Nice and Easy Thoroughbreds
387,,DB/BR,C,3/13/2017,Gemologist,My Secret Brook,Montbrook,MySecretBrook,"Craig L. Wheeler, Agent",FL,3,out,,,Withdrawn,Out,,Out,4/11/2019,Wheeler Craig L.
388,,DB/BR,F,3/3/2017,Summer Front,Myself,Giant's Causeway,Myself,"All In Line Stables, Agent VI",NY,17,21.3,44,4/16,"55,000",Not Sold,,,,All In Line Stables
389,,B,C,4/16/2017,Into Mischief,My Sky,Sky Mesa,MySky,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIX",KY,5,20.4,62,4/16,"Bo Bromagen, Agent","125,000",,,,"Wavertree Stables, Inc."
390,,GR/RO,C,4/9/2017,Will Take Charge,Mystic Mama,Scat Daddy,MysticMama,"Eisaman Equine, Agent",KY,7,10.3,9,4/17,R R Racing,"25,000",,,,Eisaman Equine
391,Mystic Comin Home,B,F,4/11/2017,First Samurai,Mystic May,Mineshaft,MysticMay,Grassroots Training & Sales LLC,KY,J,10.4,96,4/16,Manuel Pita,"21,000",,,,Grassroots Training & Sales LLC
392,,DB/BR,C,1/27/2017,Candy Ride (ARG),My Super Nova,Super Saver,MySuperNova,"Top Line Sales LLC, Agent IV",FL,14,10.0,1,4/16,Reeves Thoroughbred Racing,"200,000",,,,Top Line Sales
393,,B,C,5/5/2017,Court Vision,My Tejana Storm,Tejano Run,MyTejanaStorm,"Woodside Ranch, Agent I",KY,1,21.2,135,4/16,"Marette Farrell, Agent for Exline-Border Racing LL","60,000",,,,Woodside Ranch
394,,CH,F,4/7/2017,Algorithms,Mythical,Dixieland Band,Mythical,"Crupi's New Castle Farm, Agent III",KY,6,10.0,100,4/16,Antonio Sano,"50,000",,,,Crupi's New Castle Farm
395,,DB/BR,C,2/4/2017,Bodemeister,My Tina,Bertrando,MyTina,"Scanlon Training & Sales, Agent II",KY,1,10.1,31,4/16,"195,000",Not Sold,,,,Scanlon Training Center
396,,B,F,2/4/2017,Ghostzapper,Naive Enough,Street Sense,NaiveEnough,"Best A Luck Farm LLC, Agent IV",MD,3,10.1,9,4/16,"A. Cary, Agent for Coteau Grove Farm LLC","380,000",,,,Best A Luck Farm LLC
397,Earth to Nash,CH,C,4/20/2017,Lookin At Lucky,Nash's Joy,Kitten's Joy,NashsJoy,"TIP Thoroughbred Investment Possibilities, Agent II",KY,20,10.3,124,4/16,SROA (K.O.I.D.),"30,000",,,,TIP Thoroughbred Investment Possibilities
398,Jammers Justice,GR/RO,C,3/27/2017,Atreides,Nasty Noozie,Partner's Hero,NastyNoozie,"TIP Thoroughbred Investment Possibilities, Agent VI",KY,20,10.2,160,4/16,Withdrawn,Out,,Out,4/24/2019,TIP Thoroughbred Investment Possibilities
399,,CH,F,4/28/2017,Will Take Charge,Nasty Rumor,Johannesburg,NastyRumor,"Brick City Thoroughbreds, Agent I",KY,19,10.3,78,4/16,"77,000",Not Sold,,,,Brick City Thoroughbreds
400,,B,C,1/26/2017,Twirling Candy,Natalie Grace,First Dude,NatalieGrace,"Mayberry Farm, Agent XX",FL,B,10.0,123,4/16,"Mark Glatt, Agent","300,000",,,,Mayberry Farm
401,,DB/BR,C,1/23/2017,Liam's Map,Navy Chapel,Chapel Royal,NavyChapel,"Brick City Thoroughbreds, Agent IV",KY,19,10.4,112,4/16,Withdrawn,Out,,Out,4/23/2019,Brick City Thoroughbreds
402,,B,F,2/23/2017,Will Take Charge,Nefertiti,Speightstown,Nefertiti,"Top Line Sales LLC, Agent I",KY,14,21.1,105,4/16,Withdrawn,Out,,Out,4/24/2019,Top Line Sales
403,,B,F,2/16/2017,Stay Thirsty,Nero's Pleasure,Pleasantly Perfect,NerosPleasure,"Crupi's New Castle Farm, Agent II",NY,6,10.2,125,4/16,High Point Stable,"27,000",,,,Crupi's New Castle Farm
404,,CH,C,5/1/2017,Fed Biz,Nesselrode,Lemon Drop Kid,Nesselrode,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IV",KY,5,21.0,7,4/16,Watkins Bloodstock,"75,000",,,,"Wavertree Stables, Inc."
405,,B,F,5/8/2017,Daredevil,New Harmony,A.P. Indy,NewHarmony,"Scanlon Training & Sales, Agent VI",NY,1,10.2,66,4/16,"60,000",Not Sold,,,,Scanlon Training Center
406,,B,F,3/2/2017,Goldencents,Niblett's Bluff,Mt. Livermore,NiblettsBluff,"de Meric Sales, Agent XXVIII",FL,12,10.3,154,4/16,Withdrawn,Out,,Out,4/24/2019,de Meric Sales
407,,DB/BR,F,1/24/2017,Mr Speaker,Nice Girl,Old Fashioned,NiceGirl,RiceHorse Stable (Brandon & Ali Rice),KY,17,10.1,56,4/17,"Tim Kegel, Agent","30,000",,,,RiceHorse
408,Last City,DB/BR,C,6/2/2017,City Zip,Nick's Honor,Jump Start,NicksHonor,"Randy Bradshaw, Agent VI",NY,18,out,,,Withdrawn,Out,,Out,4/15/2019,Bradshaw Randy
409,,DB/BR,C,2/12/2017,Imagining,Night Brigade,Rockport Harbor,NightBrigade,"Coastal Equine LLC (Jesse Hoppel), Agent",MD,A,10.2,114,4/17,"LEB, Agent for West Point Thoroughbreds, Inc.","55,000",,,,Coastal Equine LLC
410,,DB/BR,C,2/12/2017,Palace Malice,Nighttiming,Pioneerof the Nile,Nighttiming,"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",KY,5,22.0,89,4/17,Carlo Vaccarezza,"50,000",,,,"Wavertree Stables, Inc."
411,Cat About Town,CH,C,4/23/2017,Tale of the Cat,Night Wings,Maria's Mon,NightWings,"Classic Bloodstock LLC, Agent",KY,17,out,,,Withdrawn,Out,,Out,4/16/2019,Classic Bloodstock LLC
412,,DB/BR,C,4/18/2017,Bodemeister,Night Witch,Indian Charlie,NightWitch,"RiceHorse Stable (Brandon & Ali Rice), Agent IV",KY,17,out,,,Withdrawn,Out,,Out,4/9/2019,RiceHorse
413,,CH,C,3/16/2017,Khozan,Nikki Kai,Notebook,NikkiKai,"Envision Equine, Agent",FL,D,out,,,Withdrawn,Out,,Out,4/16/2019,Envision Equine
414,,CH,F,2/2/2017,Tale of the Cat,Noble Charlotte,Include,NobleCharlotte,"Woodford Thoroughbreds, Agent",KY,17,10.2,49,4/17,Daniel Investment Holdings LLC,"120,000",,,,Woodford Thoroughbreds
415,,B,C,3/3/2017,Shackleford,No Fighting,War Front,NoFighting,"Off the Hook LLC, Agent VII",CA,13,10.1,111,4/17,"Gary Gullo, Agent for Bob Petersons Stable LLC","60,000",,,,Off the Hook LLC
416,,CH,C,4/13/2017,Giant Surprise,No Mo Magic,Mo Mon,NoMoMagic,"Niall Brennan Stables, Agent VIII",NY,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
417,,CH,F,4/14/2017,Trappe Shot,Northern Miss,Bellamy Road,NorthernMiss,Q Bar J Thoroughbreds LLC,KY,14,21.2,79,4/17,Al Aasfa Racing,"47,000",,,,Q Bar J Thoroughbreds LLC
418,,DB/BR,C,4/21/2017,Shackleford,Not in My House,Chester House,NotinMyHouse,"Eddie Woods, Agent LIII",FL,11,out,,,Withdrawn,Out,,Out,4/17/2019,Woods Eddie
419,,CH,F,2/5/2017,Carpe Diem,Numero d'Oro,Medaglia d'Oro,NumerodOro,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,4/15/2019,Eisaman Equine
420,,DB/BR,F,3/19/2017,Bayern,Nyanza,Montbrook,Nyanza,"Richardson Bloodstock, Agent",FL,13,10.1,146,4/17,Withdrawn,Out,,Out,4/22/2019,Richardson Bloodstock
421,,B,C,3/19/2017,Kitten's Joy,O' Bella Ballerina,Fusaichi Pegasus,OBellaBallerina,"RiceHorse Stable (Brandon & Ali Rice), Agent",KY,17,21.4,103,4/17,Withdrawn,Out,,Out,4/24/2019,RiceHorse
422,,GR/RO,F,2/1/2017,Karakontie (JPN),Oblivious,Cozzene,Oblivious,"Eisaman Equine, Agent",KY,7,10.0,2,4/17,"Klaravich Stable, Inc.","460,000",,,,Eisaman Equine
423,,DB/BR,F,1/8/2017,Summer Front,Oh Kay See,Notional,OhKaySee,"Golden Rock Thoroughbreds, Agent XIV",KY,16,21.3,148,4/17,Mike Ruccio,"20,000",PS,,,Golden Rock Thoroughbreds
424,,B,C,3/20/2017,Quality Road,Oh She's So On,Not For Love,OhShesSoOn,"TIP Thoroughbred Investment Possibilities, Agent V",KY,20,10.0,85,4/17,George Jacobs,"100,000",PS,,,TIP Thoroughbred Investment Possibilities
425,,B,F,4/24/2017,Tiznow,Omnitap,Tapit,Omnitap,"J V C Training and Sales (Jorge and Maria Villagomez), Agent",KY,20,10.2,63,4/17,D. J. Stables,"190,000",,,,J V C Training and Sales
426,,B,C,4/27/2017,Constitution,On a Lark,The Prime Minister,OnaLark,Grassroots Training & Sales LLC,KY,J,10.1,150,4/17,"LEB, Agent for West Point Tb's & William Gates","160,000",,,,Grassroots Training & Sales LLC
427,,DB/BR,F,3/11/2017,Constitution,Once Around,You and I,OnceAround,"Niall Brennan Stables, Agent X",KY,8,10.2,94,4/17,"145,000",Not Sold,,,,Brennan Niall
428,,CH,F,1/4/2017,Carpe Diem,Onebadkitty,Street Cry (IRE),Onebadkitty,"Mayberry Farm, Agent XVII",KY,B,out,,,Withdrawn,Out,,Out,4/17/2019,Mayberry Farm
429,,B,C,4/6/2017,City Zip,One for London,Eskendereya,OneforLondon,"Brick City Thoroughbreds, Agent II",KY,19,10.0,51,4/17,"J. Stevens Bloodstock, Agent","270,000",,,,Brick City Thoroughbreds
