OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 19 - 22, 2022",,Revised 8/2/2022,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status,Out Date,AlphSort
301,,DB/BR,C,3/2/2020,City of Light,Cool Flame,Dixie Union,CoolFlame,"Top Line Sales LLC, Agent LII",KY        ,14,out,9,4/11,Withdrawn,Out,,Out,4/19/2022,Top Line Sales
302,,B,C,4/27/2020,Army Mule,Copelan County,Gibson County,CopelanCounty,"McKathan Bros. Sales, Agent I",ON        ,6,out,,,Withdrawn,Out,,Out,3/28/2022,McKathan Bros.
303,,DB/BR,C,2/24/2020,Honor Code,Copper Beauty,Deputy Commander,CopperBeauty,"Santa Fe Thoroughbreds, Agent",KY        ,19,10.2,74,4/11,"Chad Schumer, Agent","65,000",,,,Santa Fe Thoroughbreds
304,,B,C,4/16/2020,Uncaptured,Copperelle,Elusive Quality,Copperelle,"Centofanti Thoroughbreds, Agent",AR        ,16,10.1,91,4/11,"Ellman, Plesa, Glassman, E. Plesa, Agent","70,000",,,,Centofanti Thoroughbreds
305,,GR/RO,C,2/28/2020,Gun Runner,Coppermine,Unbridled's Song,Coppermine,"de Meric Sales, Agent VII",PA        ,12,out,152,4/11,Withdrawn,Out,,Out,4/11/2022,de Meric Sales
306,,CH,F,4/9/2020,Union Rags,Corderosa,Aldebaran,Corderosa,"Centofanti Thoroughbreds, Agent II",KY        ,16,9.4,20,4/11,Red Baron's Barn or Rancho Temescal LLC,"525,000",,,,Centofanti Thoroughbreds
307,,DB/BR,C,3/10/2020,Mor Spirit,Corinnaise,Corinthian,Corinnaise,"Julie Davies LLC, Agent XVI",MD        ,15,out,60,4/11,Withdrawn,Out,,Out,4/19/2022,Davies Julie
308,,B,C,2/27/2020,Good Samaritan,Corinthian Wind,Corinthian,CorinthianWind,"Coastal Equine LLC (Jesse Hoppel), Agent IV",KY        ,A,out,151,4/11,Withdrawn,Out,,Out,4/11/2022,Coastal Equine LLC
309,,DB/BR,F,3/26/2020,Bolt d'Oro,Corsage,Exchange Rate,Corsage,Dynasty Thoroughbreds,KY        ,6,10.2,55,4/11,Steve Dwoskin and Starship Stables,"60,000",,,,Dynasty Thoroughbreds
310,,GR/RO,C,5/4/2020,Get Stormy,Cosmic Energy,Unbridled Energy,CosmicEnergy,"Off the Hook LLC, Agent X",KY        ,13,10.1,59,4/11,"85,000",Not Sold,,,,Off the Hook LLC
311,,B,F,2/21/2020,Justify,Costa Del Sol,Istan,CostaDelSol,"Niall Brennan Stables, Agent XIII",KY        ,8,out,46,4/11,Withdrawn,Out,,Out,4/20/2022,Brennan Niall
312,,CH,C,5/8/2020,Flatter,Countess Curlin,Curlin,CountessCurlin,"Mayberry Farm, Agent I",KY        ,B,10.2,38,4/11,"Sandin Syndicate Stable LLC, Alistair Roden, Agent","310,000",,,,Mayberry Farm
313,,B,C,1/27/2020,Malibu Moon,Coup de Coeur,Exchange Rate,CoupdeCoeur,"Eisaman Equine, Agent",KY        ,7,10.2,76,4/11,"Ahmad Alabdullatif, Agent","70,000",,,,Eisaman Equine
314,,B,C,5/5/2020,Mastery,Crazy 'bout Elvis,Dixie Union,CrazyboutElvis,Brick City Thoroughbreds,KY        ,13,10.2,124,4/11,Ron Stolich,"22,000",,,,Brick City Thoroughbreds
315,,DB/BR,F,2/20/2020,Gormley,Creative Design,Stravinsky,CreativeDesign,"Six K's Training & Sales LLC, Agent II",KY        ,19,21.1,26,4/11,"Arch Bloodstock, Agent","55,000",,,,Six K's Training & Sales LLC
316,,B,C,2/12/2020,Hard Spun,Critic's Choice,Smart Strike,CriticsChoice,"Parrish Farms, Agent",KY        ,9,21.2,13,4/11,Jim & Susan Hill,"160,000",,,,Parrish Farms
317,,GR/RO,C,2/7/2020,Cross Traffic,Croon,Indian Charlie,Croon,Brick City Thoroughbreds,KY        ,13,10.1,34,4/11,John Fanelli,"80,000",PS,,,Brick City Thoroughbreds
318,,CH,F,4/17/2020,Accelerate,Cruelmore,Forestry,Cruelmore,"Lucan Bloodstock (Karl Keegan), Agent XV",KY        ,16,10.1,45,4/11,"190,000",Not Sold,,,,Lucan Bloodstock
319,,CH,F,2/8/2020,Chitu,Crumb,Graeme Hall,Crumb,"Tom McCrocklin, Agent III",FL        ,18,21.3,141,4/11,"120,000",Not Sold,,,,McCrocklin Tom
320,,CH,C,2/27/2020,Uncaptured,Cry At My Wedding,Street Cry (IRE),CryAtMyWedding,"Bobby Jones Equine LLC, Agent III",FL        ,17,10.1,67,4/11,"Lauren Carlisle, Agent","125,000",,,,Jones Equine LLC Bobby 
321,,CH,F,1/30/2020,Kitten's Joy,Cumbria,Distorted Humor,Cumbria,"Grassroots Training & Sales LLC, Agent II",KY        ,J,10.2,138,4/11,Luis Duco,"40,000",,,,Grassroots Training & Sales LLC
322,,CH,C,3/29/2020,Army Mule,Curious Luck,Trust N Luck,CuriousLuck,"Lucan Bloodstock (Karl Keegan), Agent XIV",NY        ,16,10.3,121,4/11,Bianca Conway,"17,500",PS,,,Lucan Bloodstock
323,,CH,F,3/7/2020,Mor Spirit,Cut Class Trip,Trippi,CutClassTrip,"Grassroots Training & Sales LLC, Agent",LA        ,J,10.0,51,4/11,Narvick Int'l,"95,000",,,,Grassroots Training & Sales LLC
324,,B,C,3/28/2020,Medaglia d'Oro,Cut in Stone,Speightstown,CutinStone,"Eddie Woods, Agent X",KY        ,11,10.1,136,4/11,Mathis Stable LLC,"230,000",,,,Woods Eddie
325,Funnee,CH,F,2/8/2020,Funtastic,Dad'ssilverpitcher,Giant's Causeway,Dadssilverpitcher,"Six K's Training & Sales LLC, Agent III",KY        ,19,10.4,139,4/11,Keith Dickey,"13,000",,,,Six K's Training & Sales LLC
326,Destined to Dance,GR/RO,F,1/24/2020,Destin,Dance by Em,Tapit,DancebyEm,"Big Easy, Agent III",LA        ,G,out,112,4/11,Withdrawn,Out,,Out,4/20/2022,Big Easy
327,,DB/BR,C,3/15/2020,Army Mule,Dance for Daddy,Scat Daddy,DanceforDaddy,"S G V Thoroughbreds LLC (Steven Venosa), Agent",ON        ,1,10.1,78,4/11,"John Sacco, Agent for Mary Ellen Biamonte","13,000",,,,S G V Thoroughbreds
328,,B,C,4/15/2020,West Coast,Dance With Ron,More Than Ready,DanceWithRon,"Randy Miles, Agent XI",KY        ,18,out,,,Withdrawn,Out,,Out,4/11/2022,Miles Randy
329,,B,F,2/13/2020,Ransom the Moon,Dancing Afleet,Afleet Alex,DancingAfleet,"Coastal Equine LLC (Jesse Hoppel), Agent I",KY        ,A,20.4,8,4/11,C2 Racing Stable LLC,"160,000",,,,Coastal Equine LLC
330,Pat'schromecompass,CH,F,3/22/2020,California Chrome,Dancing Compass,Orientate,DancingCompass,"RiceHorse Stable (Brandon & Ali Rice), Agent III",KY        ,6,10.1,23,4/11,"125,000",Not Sold,,,,RiceHorse
331,,DB/BR,F,4/24/2020,Constitution,Dangerous Behavior,Forest Danger,DangerousBehavior,Best A Luck Farm LLC,FL        ,3,out,,,Withdrawn,Out,,Out,3/29/2022,Best A Luck Farm LLC
332,,DB/BR,F,3/15/2020,Candy Ride (ARG),Darby Blush,Arch,DarbyBlush,"de Meric Sales, Agent VIII",NY        ,12,10.3,95,4/11,"Bradley Thoroughbreds, Agent for Fairview LLC","200,000",,,,de Meric Sales
333,,CH,F,2/28/2020,Rainbow Heir,Dare I Dream,Delaware Township,DareIDream,"Randy Miles, Agent XXV",FL        ,18,out,,,Withdrawn,Out,,Out,4/11/2022,Miles Randy
334,,DB/BR,C,4/8/2020,Not This Time,Daring Darling,Tiz Wonderful,DaringDarling,"White Lilac, Agent",KY        ,6,out,104,4/11,Withdrawn,Out,,Out,4/20/2022,White Lilac
335,,B,F,3/17/2020,Arrogate,Daring Diva (GB),Dansili (GB),DaringDivaGB,"Eisaman Equine, Agent",KY        ,7,10.2,49,4/11,Andrew Spears,"350,000",,,,Eisaman Equine
336,,B,C,2/6/2020,Malibu Moon,Daring Kathy,Wildcat Heir,DaringKathy,"Kings Equine, Agent for Spendthrift Farm LLC",KY        ,1,out,,,Withdrawn,Out,,Out,4/11/2022,Kings Equine
337,,DB/BR,C,4/16/2020,Girvin,Daring Prospect,Mineshaft,DaringProspect,"Bobby Dodd, Agent I",FL        ,10,out,,,Withdrawn,Out,,Out,4/12/2022,Dodd Bobby
338,,B,C,1/27/2020,Good Magic,Dark Before Dawn,Ghostzapper,DarkBeforeDawn,Bold Arrow Thoroughbreds,KY        ,D,10.2,119,4/11,"62,000",Not Sold,,,,Bold Arrow Thoroughbreds
339,,DB/BR,F,3/27/2020,Classic Empire,Dark Eyes,Holy Bull,DarkEyes,"Top Line Sales LLC, Agent LIV",PA        ,14,10.1,85,4/11,"Oracle Bloodstock, Agt for Vin Laur Racing Stables","100,000",PS,,,Top Line Sales
340,,CH,F,4/14/2020,Good Samaritan,Darling Daughter,Maria's Mon,DarlingDaughter,"Harris Training Center LLC, Agent VIII",KY        ,13,10.1,18,4/11,"Legion Bloodstock, Agent for Four Quarters","35,000",,,,Harris Training Center LLC
341,,DB/BR,F,4/19/2020,Cairo Prince,Darling Sky,Sky Mesa,DarlingSky,"Harris Training Center LLC, Agent VI",KY        ,13,10.0,93,4/11,"Oracle Bloodstock, Agent","100,000",,,,Harris Training Center LLC
342,,B,C,2/16/2020,Good Magic,Darlin'issues,Sky Mesa,Darlinissues,"Eddie Woods, Agent XXIX",FL        ,11,10.1,144,4/11,Badan Alsubaie,"50,000",,,,Woods Eddie
343,,B,F,2/7/2020,Girvin,Darluna,Premiership,Darluna,"Peggy S. Dellheim LLC, Agent II",FL        ,G,10.0,57,4/11,"Nick Palmer, Agent","35,000",,,,Dellheim Peggy S.
344,,B,C,3/9/2020,Gormley,Dating Lady Luck,Arch,DatingLadyLuck,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.1,98,4/11,"Deuce Greathouse Agent, Norman W. Casse","45,000",PS,,,Grassroots Training & Sales LLC
345,,CH,F,4/20/2020,Get Stormy,Daydawn (IRE),Hawk Wing,DaydawnIRE,"Off the Hook LLC, Agent X",KY        ,13,10.2,107,4/11,"Joseph Brocklebank, Agent","55,000",PS,,,Off the Hook LLC
346,,CH,F,4/4/2020,Street Boss,Dazzle,Twirling Candy,Dazzle,"Grassroots Training & Sales LLC, Agent",KY        ,J,9.3,6,4/11,"Gentry Farms, Saffie Joseph, Jr.","275,000",,,,Grassroots Training & Sales LLC
347,,B,C,5/21/2020,Kingman (GB),Deccan Queen (GB),Rail Link (GB),DeccanQueenGB,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IV",IRE       ,5,10.2,143,4/11,Three Diamonds Farm,"50,000",PS,,,"Wavertree Stables, Inc."
348,,DB/BR,F,2/10/2020,War Front,Deceptive Vision,A.P. Indy,DeceptiveVision,"Niall Brennan Stables, Agent XXVIII",ON        ,8,out,120,4/11,Withdrawn,Out,,Out,4/20/2022,Brennan Niall
349,,B,F,1/11/2020,Tonalist,Decrypt,Candy Ride (ARG),Decrypt,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.2,69,4/11,The Real Deal Racing,"100,000",,,,Grassroots Training & Sales LLC
350,,B,C,4/19/2020,Union Rags,Defiant Honor,Speightstown,DefiantHonor,"Blue River Bloodstock, Inc., Agent I",KY        ,19,21.2,116,4/11,"Equinox Inc., Agent for George Sharp","90,000",,,,Blue River Bloodstock
351,,B,F,1/23/2020,Mo Town,Delavie,Union Rags,Delavie,"Paul Sharp, Agent X",KY        ,C,out,,,Withdrawn,Out,,Out,4/13/2022,Sharp Paul M.
352,,DB/BR,C,4/19/2020,Chitu,Della Moon,Keyed Entry,DellaMoon,"Whitman Sales LLC, Agent VI",FL        ,16,9.4,99,4/11,"Fernando Abreu, Agent","80,000",,,,Whitman Sales
353,,DB/BR,C,5/13/2020,Midnight Lute,Delta House,Animal Kingdom,DeltaHouse,Dynasty Thoroughbreds,KY        ,6,10.3,55,4/12,Jebel Ali Stables,"90,000",,,,Dynasty Thoroughbreds
354,,B,C,4/27/2020,Ransom the Moon,Derek's Girl,Brother Derek,DereksGirl,Mayberry Farm,KY        ,B,out,,,Withdrawn,Out,,Out,4/10/2022,Mayberry Farm
355,,CH,C,5/16/2020,Speightster,Desert Flight,Maria's Mon,DesertFlight,"Parrish Farms, Agent",KY        ,9,10.0,70,4/12,Tim Salzman,"35,000",,,,Parrish Farms
356,,B,F,5/5/2020,West Coast,Designer Legs,Graeme Hall,DesignerLegs,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",ON        ,5,10.3,127,4/12,Champion Racing Stable,"17,000",,,,"Wavertree Stables, Inc."
357,,GR/RO,F,4/15/2020,Gun Runner,Design Mine,Mineshaft,DesignMine,"Tom McCrocklin, Agent III",FL        ,18,22.0,67,4/12,"Gary Contessa, Agent","100,000",PS,,,McCrocklin Tom
358,,B,C,3/20/2020,Valiant Minister,Destiny Leads Me,Congrats,DestinyLeadsMe,"de Meric Sales, Agent XXXVI",FL        ,12,10.3,113,4/12,"Pierre Amestoy, Leslie Amestoy, Roger Bersley","38,000",,,,de Meric Sales
359,,DB/BR,F,4/6/2020,Malibu Moon,Diamante,Giant's Causeway,Diamante,"Little Farm Equine LLC, Agent I",KY        ,19,10.3,65,4/12,C.H.P.R.,"16,000",PS,,,Little Farm Equine LLC
360,Love Story,CH,F,3/8/2020,Candy Ride (ARG),Diamond Ring,Malibu Moon,DiamondRing,"Coastal Equine LLC (Jesse Hoppel), Agent XXII",KY        ,A,10.2,120,4/12,TC Stables and Hickory Stables,"35,000",,,,Coastal Equine LLC
361,,DB/BR,F,5/11/2020,Collected,Diamonds for Lil,Summer Squall,DiamondsforLil,"Kings Equine, Agent III",KY        ,1,10.0,57,4/12,Brett Setzer,"140,000",,,,Kings Equine
362,Royal Moral,DB/BR,F,2/12/2020,Street Boss,Diastole,Lonhro (AUS),Diastole,Dark Star Thoroughbreds (Stori Atchison),KY        ,3,10.3,136,4/12,C.H.P.R.,"20,000",,,,Dark Star Thoroughbreds
363,Replicated,B,F,3/14/2020,Palace Malice,Di Maria,Data Link,DiMaria,"S G V Thoroughbreds LLC (Steven Venosa), Agent",FL        ,1,10.2,119,4/12,Marshall Dowell,"25,000",,,,S G V Thoroughbreds
364,,CH,F,3/16/2020,Good Magic,Diplomatic Miss,Violence,DiplomaticMiss,"Eisaman Equine, Agent",KY        ,7,10.2,85,4/12,"James T. Ryerson, Agent for Anthony T Fontana","47,000",,,,Eisaman Equine
365,Wicked Accelerate,CH,C,4/9/2020,Accelerate,Discovery Bay,Speightstown,DiscoveryBay,"Classic Bloodstock LLC, Agent I",KY        ,10,10.1,109,4/12,"Gayle Van Leer, Agent","65,000",,,,Classic Bloodstock LLC
366,Que Bella,B,F,4/23/2020,Cross Traffic,Discreet Senorita,Discreet Cat,DiscreetSenorita,"Santa Fe Thoroughbreds, Agent",KY        ,19,10.2,93,4/12,Laura Barrish,"31,000",,,,Santa Fe Thoroughbreds
367,,GR/RO,C,3/6/2020,Candy Ride (ARG),Disturbingly Hot,Unbridled's Song,DisturbinglyHot,"de Meric Sales, Agent III",KY        ,12,out,,,Withdrawn,Out,,Out,4/8/2022,de Meric Sales
368,,CH,C,3/31/2020,Malibu Moon,Diva Girl,Saint Ballado,DivaGirl,"RiceHorse Stable (Brandon & Ali Rice), Agent V",KY        ,6,10.1,39,4/12,Red Baron's Barn or Rancho Temescal LLC,"130,000",,,,RiceHorse
369,,B,C,4/26/2020,Medaglia d'Oro,Diva Spirit,A.P. Indy,DivaSpirit,"Pick View LLC, Agent XVIII",KY        ,H,out,,,Withdrawn,Out,,Out,4/8/2022,Pick View LLC
370,,CH,C,4/8/2020,Liam's Map,Diva's Tribute,Henny Hughes,DivasTribute,"Tom McCrocklin, Agent IX",CA        ,18,21.4,91,4/12,"145,000",Not Sold,,,,McCrocklin Tom
371,,GR/RO,F,1/29/2020,Cupid,Divided by Three,Shackleford,DividedbyThree,"Global Thoroughbreds LLC, Agent",KY        ,15,10.3,86,4/12,H & E Ranch,"30,000",,,,Global Thoroughbreds LLC
372,,B,C,5/17/2020,Frosted,Divine Diamond,Storm Cat,DivineDiamond,"Harris Training Center LLC, Agent I",KY        ,13,out,,,Withdrawn,Out,,Out,4/12/2022,Harris Training Center LLC
373,,B,C,3/23/2020,Race Day,Divine Friends,Divine Park,DivineFriends,"Longoria Training & Sales, Agent I",KY        ,E,21.0,21,4/12,Maverick Racing / Siena Farms LLC / CMNWLTH,"475,000",,,,Longoria Training & Sales
374,,CH,F,4/9/2020,Not This Time,Divine Help,Divine Park,DivineHelp,"Coastal Equine LLC (Jesse Hoppel), Agent I",ON        ,A,10.1,8,4/12,Fred Lipkin,"65,000",PS,,,Coastal Equine LLC
375,,B,C,4/15/2020,Blame,Divine Rule,Empire Maker,DivineRule,"Eddie Woods, Agent VIII",KY        ,11,21.2,25,4/12,"Charles H. Boden, Agent for Colts Neck Stables LLC","225,000",,,,Woods Eddie
376,,B,C,5/11/2020,Always Dreaming,Dixieland Dudes,First Dude,DixielandDudes,"Niall Brennan Stables, Agent XXXVII",KY        ,8,10.1,62,4/12,Louis Morici,"50,000",,,2/25/2022,Brennan Niall
377,,CH,C,5/24/2020,Gormley,Doc Mo's Daughter,Uncle Mo,DocMosDaughter,"Davis Breaking and Training, Inc., Agent II",KY        ,17,10.1,54,4/12,"Ahmad Alabdullatif, Agent","80,000",,,,"Davis Breaking and Training, Inc."
378,,DB/BR,C,4/17/2020,Bernardini,Down the Road,Quality Road,DowntheRoad,"Kings Equine, Agent I",KY        ,1,10.2,145,4/12,Nathan D. Hatcher,"21,000",,,,Kings Equine
379,,B,F,3/21/2020,Into Mischief,Downtown Mama,Speightstown,DowntownMama,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",NY        ,5,out,,,Withdrawn,Out,,Out,4/12/2022,"Wavertree Stables, Inc."
380,,DB/BR,F,2/8/2020,Street Sense,Dragon Army,Giant's Causeway,DragonArmy,"de Meric Sales, Agent IV",KY        ,12,out,,,Withdrawn,Out,,Out,4/4/2022,de Meric Sales
381,,GR/RO,C,5/9/2020,Practical Joke,Driven,Forestry,Driven,"Kings Equine, Agent II",KY        ,1,10.0,5,4/12,Feel The Thunder Stable & Ritdiculous Guzmanian St,"175,000",,,,Kings Equine
382,,B,C,2/15/2020,Bernardini,Driving Rain,Storm Cat,DrivingRain,"Gene Recio, Agent V",KY        ,17,out,,,Withdrawn,Out,,Out,4/12/2022,Recio Gene
383,,B,F,3/2/2020,Good Magic,Ducru,Broken Vow,Ducru,"Mayberry Farm, Agent III",KY        ,B,out,19,4/12,Withdrawn,Out,,Out,4/20/2022,Mayberry Farm
384,,GR/RO,C,3/24/2020,Tapwrit,Dulce Arabe (CHI),Speightstown,DulceArabeCHI,"Blue River Bloodstock, Inc., Agent I",KY        ,19,20.3,98,4/12,L & N Racing LLC,"77,000",,,,Blue River Bloodstock
385,,DB/BR,C,4/25/2020,Always Dreaming,D'wild Ride,D'wildcat,DwildRide,"de Meric Sales, Agent V",NY        ,12,10.0,60,4/12,Clear Stars Stable & Mitre Box Stable,"100,000",,,,de Meric Sales
386,Bold Footprint,DB/BR,C,3/31/2020,Bolt d'Oro,Dying to Dance,Street Cry (IRE),DyingtoDance,"Vickers Racing, Inc., Agent I",KY        ,17,10.2,90,4/12,"GMP Stables, LLC & Jerry Caroom","60,000",,,,Vickers Racing
387,,CH,F,4/8/2020,Wicked Strong,Dyna's Destiny,Dynaformer,DynasDestiny,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXX",KY        ,5,10.2,72,4/12,"23,000",Not Sold,,,,"Wavertree Stables, Inc."
388,,CH,C,2/14/2020,More Than Ready,Easy Feeling,Elusive Quality,EasyFeeling,"de Meric Sales, Agent IX",KY        ,12,10.3,88,4/12,"Bryan Anderson, Agent","110,000",PS,,,de Meric Sales
389,American Dreamer,DB/BR,F,1/30/2020,American Freedom,Ebony Oro,Bob and John,EbonyOro,"Kilbride Stables, Agent I",KY        ,1,out,,,Withdrawn,Out,,Out,4/4/2022,Kilbride Stables
390,,B,C,3/26/2020,Noble Mission (GB),E B Ryder,Bluegrass Cat,EBRyder,GOP Racing Stable Corp.,FL        ,D,10.2,34,4/12,John P. Warren,"40,000",,,,GOP Racing Stable Corp.
391,,CH,F,4/1/2020,Mendelssohn,Egg Roll,Kitten's Joy,EggRoll,"All Dreams Equine, Agent I",KY        ,20,10.1,81,4/12,"Chad Schumer, Agent","85,000",,,,All Dreams Equine
392,,DB/BR,C,3/20/2020,Candy Ride (ARG),Eileen's Girl,Medaglia d'Oro,EileensGirl,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",KY        ,5,out,,,Withdrawn,Out,,Out,4/12/2022,"Wavertree Stables, Inc."
393,,B,F,2/19/2020,Candy Ride (ARG),Eileen's Song,Kitten's Joy,EileensSong,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VII",KY        ,5,out,42,4/12,Withdrawn,Out,,Out,4/20/2022,"Wavertree Stables, Inc."
394,,DB/BR,F,3/2/2020,Bolt d'Oro,Elandess,Scat Daddy,Elandess,"New Horizon Farm, Inc.",KY        ,D,10.1,27,4/12,Hunsicker International,"100,000",,,,"New Horizon Farm, Inc."
395,,GR/RO,F,2/10/2020,Peace and Justice,Elasticity,Paddy O'Prado,Elasticity,"Ocala Stud, Agent",PA        ,4,out,104,4/12,Withdrawn,Out,,Out,4/16/2022,Ocala Stud
396,,DB/BR,F,4/3/2020,Hoppertunity,Electric Cowgirl,Cowboy Cal,ElectricCowgirl,"Universal Performance Horses, Agent",NJ        ,2,11.0,94,4/12,Charles J. Adams,"30,000",,,,Universal Performance Horses
397,,CH,C,5/14/2020,Square Eddie,Electric Daze,Gilded Time,ElectricDaze,"Wavertree Stables, Inc. (Ciaran Dunne), Agent III",CA        ,5,21.3,64,4/12,"70,000",Not Sold,,,,"Wavertree Stables, Inc."
398,,GR/RO,C,2/28/2020,Redesdale,Elle Runaway,El Prado (IRE),ElleRunaway,"Silvestre Chavez Thoroughbreds, Agent XXI",NY        ,16,10.1,24,4/12,Gaston Capote,"24,000",,,,Chavez Thoroughbreds Silvestre 
399,,B,F,1/27/2020,Mineshaft,Ellewinkle,Eltish,Ellewinkle,"Grassroots Training & Sales LLC, Agent",FL        ,J,10.1,69,4/12,Bobby DiBona,"90,000",,,,Grassroots Training & Sales LLC
400,,CH,C,4/24/2020,Nyquist,Eloquent Tribute,Tapit,EloquentTribute,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",KY        ,5,out,7,4/12,Withdrawn,Out,,Out,4/13/2022,"Wavertree Stables, Inc."
401,,DB/BR,C,3/11/2020,Medaglia d'Oro,Eltimaas,Ghostzapper,Eltimaas,"de Meric Sales, Agent X",KY        ,12,10.1,17,4/12,Red Baron's Barn or Rancho Temescal LLC,"1,750,000",,,,de Meric Sales
402,Exclusive Joni,B,F,2/4/2020,Malibu Moon,Elusive Joni,Colonel John,ElusiveJoni,"Niall Brennan Stables, Agent II",KY        ,8,10.2,15,4/12,"55,000",Not Sold,,,2/24/2022,Brennan Niall
403,,B,F,2/2/2020,Into Mischief,Embellishment (IRE),Galileo (IRE),EmbellishmentIRE,"de Meric Sales, Agent XLIX",FL        ,12,out,76,4/12,Withdrawn,Out,,Out,4/20/2022,de Meric Sales
404,,DB/BR,C,3/5/2020,Hard Spun,Emerald Pond,More Than Ready,EmeraldPond,"Off the Hook LLC, Agent XXII",KY        ,13,10.1,63,4/12,"Don K. Von Hemel, Agent for Norma Lee Stockseth","160,000",,,,Off the Hook LLC
405,,CH,C,4/14/2020,More Than Ready,Emmajestic,Zensational,Emmajestic,"Sequel Bloodstock, Agent VI",KY        ,9,10.2,79,4/12,"Ahmad Alabdullatif, Agent","70,000",,,,Sequel Bloodstock
406,,DB/BR,C,5/18/2020,Blame,Emperesse,Empire Maker,Emperesse,"Off the Hook LLC, Agent IV",KY        ,13,out,,,Withdrawn,Out,,Out,4/11/2022,Off the Hook LLC
407,,DB/BR,C,3/12/2020,Alternation,Empressive Lady,Empire Maker,EmpressiveLady,"Bobby Dodd, Agent V",KY        ,10,21.1,50,4/12,"Steve Landers Racing, Cary Bloodstock, Agent","250,000",,,,Dodd Bobby
408,,DB/BR,F,3/5/2020,Hard Spun,Enchanted Emma,Bodemeister,EnchantedEmma,"Eisaman Equine, Agent",KY        ,7,10.3,134,4/12,Louis Morici,"25,000",,,,Eisaman Equine
409,,B,F,2/10/2020,English Channel,Energia Fribby (BRZ),Agnes Gold (JPN),EnergiaFribbyBRZ,"S B M Training and Sales, Agent IV",KY        ,10,out,83,4/12,Withdrawn,Out,,Out,4/18/2022,S B M Training and Sales
410,,DB/BR,C,3/6/2020,Mor Spirit,English Chocolate,Midnight Lute,EnglishChocolate,"Top Line Sales LLC, Agent XXXII",KY        ,14,20.3,48,4/12,Gus King,"135,000",,,,Top Line Sales
411,Esoteric,CH,F,3/30/2020,Khozan,Ephyra,Corinthian,Ephyra,"Journeyman Bloodstock Services, Inc.",FL        ,2,21.4,20,4/12,Bob Novak,"60,000",,,,Journeyman Bloodstock
412,,CH,F,5/14/2020,Distorted Humor,Espiritu,Ghostzapper,Espiritu,"Niall Brennan Stables, Agent XIV",NY        ,8,out,,,Withdrawn,Out,,Out,3/28/2022,Brennan Niall
413,,B,C,5/9/2020,Midshipman,Euphonic,Smart Strike,Euphonic,"Fast Horses, Agent",KY        ,17,10.1,130,4/12,"Oracle Bloodstock, Agent","100,000",PS,,,Fast Horses
414,,CH,C,4/5/2020,Shaman Ghost,Eva London,Adios Charlie,EvaLondon,Ocala Stud,FL        ,4,21.4,146,4/12,C.H.P.R.,"15,000",,,,Ocala Stud
415,,DB/BR,C,2/10/2020,Always Dreaming,Ever Awesome,Awesome Again,EverAwesome,Dark Star Thoroughbreds (Stori Atchison),NY        ,3,10.1,32,4/12,"Joseph Migliore, Agent for Jesse Iglesias","75,000",,,,Dark Star Thoroughbreds
416,,B,F,3/3/2020,Army Mule,Ever Elusive,Forestry,EverElusive,"Cortez Racing Stable, Agent II",ON        ,10,out,108,4/12,Withdrawn,Out,,Out,4/19/2022,Cortez Racing Stable
417,,B,F,3/24/2020,Not This Time,Excuse My French,Line of David,ExcuseMyFrench,"Gene Recio, Agent II",KY        ,17,10.1,56,4/12,Nice Guys Stables,"230,000",,,,Recio Gene
418,,B,F,3/1/2020,War Front,Exotic Notion,Lemon Drop Kid,ExoticNotion,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY        ,5,out,,,Withdrawn,Out,,Out,4/4/2022,"Wavertree Stables, Inc."
419,,B,C,5/1/2020,Mendelssohn,Experience (IRE),Excellent Art (GB),ExperienceIRE,"Eisaman Equine, Agent",KY        ,7,10.2,102,4/12,D. J. Stable LLC,"40,000",,,,Eisaman Equine
420,,B,F,2/17/2020,Bolt d'Oro,Ezpzylemonsqueezy,Lemon Drop Kid,Ezpzylemonsqueezy,All Dreams Equine,KY        ,20,out,22,4/12,Withdrawn,Out,,Out,4/19/2022,All Dreams Equine
421,,CH,F,3/23/2020,Free Drop Billy,Fairy Star (AUS),More Than Ready,FairyStarAUS,"Hidden Brook, Agent II",KY        ,1,out,,,Withdrawn,Out,,Out,3/9/2022,Hidden Brook Farm
422,,B,C,4/5/2020,Accelerate,Faith in Me,Mr. Greeley,FaithinMe,Bold Arrow Thoroughbreds,KY        ,D,10.3,111,4/12,C.H.P.R.,"15,000",PS,,,Bold Arrow Thoroughbreds
